qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
150,which image modality is this?,unknown,us - ultrasound,This is an ultrasound image.,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1
151,what organ system is displayed in this x-ray?,X-ray,"lung, mediastinum, pleura",The organ system displayed in this chest x,The organ system displayed in this x-,1,The organ system displayed in this x-,1,The organ system displayed in this x-,1,The organ system displayed in this x-,1
152,what organ system is evaluated primarily?,unknown,musculoskeletal,The primary organ system evaluated in the M,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
153,was the ct scan taken with contrast?,CT,yes,"Yes, the ct scan was taken","Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0,"Yes, the ct scan was taken",0
154,what organ system is displayed in this ct scan?,CT,"lung, mediastinum, pleura",The ct scan displays the thor,The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1,The ct scan displays the abdom,1
155,what type of imaging modality is shown?,unknown,us - ultrasound,The image is a B-mode ul,The image is a computed tomography (,1,The image is a computed tomography (,1,The image is a CT (computed,1,The image is a computed tomography (,1
156,what imaging modality was used to take this image?,unknown,ct noncontrast,A computed tomography (CT) scan,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
157,what is the mr weighting in this image?,unknown,t2,The mr weighting in this image,The mr weighting in this image,0,The mr weighting in this image,0,The mr weighting in this image,0,The mr weighting in this image,0
158,what part of the body is being imaged?,unknown,skull and contents,The image is an MRI of the,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,0
159,"is this a t1 weighted, t2 weighted, or flair image?",unknown,t2,The image is a T2-weight,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0
160,is this an mri image?,MRI,yes,"Yes, the image is an MRI","Yes, it appears to be an M",1,"Yes, it appears to be an M",1,"Yes, the image is an MRI",0,"Yes, the image is an MRI",0
161,which plane is the image taken?,unknown,lateral,The image is taken in the coronal,The image is taken in the coronal,0,The image is taken in the coronal,0,The image is taken in the coronal,0,The image is taken in the coronal,0
162,what organ system is pictured here?,unknown,"lung, mediastinum, pleura#spine and contents",The organ system pictured here is the,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0
163,what abnormality is seen in the image?,unknown,mycotic aneurysm,The image shows a left-sided,The image shows a left-sided,0,The image shows a left-sided,0,The image shows a left-sided,0,The image shows a left-sided,0
164,is this a contrast or noncontrast ct?,unknown,contrast,This is a noncontrast computed tom,The image is a noncontrast computed,1,The image is a noncontrast computed,1,This is a noncontrast computed tom,0,The image is a noncontrast computed,1
165,what abnormality is seen in the image?,unknown,nodular opacity on the left#metastastic melanoma,The image shows a right-sided,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
166,is there an abnormality in the mri?,MRI,yes,The mri image appears to be normal,The mri of the brain appears to,1,The mri of the brain appears to,1,The mri image appears to be normal,0,The mri of the brain appears to,1
167,what was this image taken with?,unknown,xr - plain film,This image was taken with a portable chest,The image was taken with a 3,1,The image was taken with a 3,1,This image was taken with a 3,1,The image was taken with a 1,1
168,what plane is this?,unknown,coronal,This is a coronal plane MRI,"This is a coronal plane, which",1,"This is a coronal plane, which",1,This is a coronal plane image.,1,This is a coronal plane image.,1
169,is this a ct scan?,CT,no,"No, this is an MRI (","Yes, the image is a CT (",1,"Yes, the image is a computed tom",1,"Yes, the image is a CT (",1,"Yes, the image is a computed tom",1
170,what is the primary abnormality in this image?,unknown,hypertrophic pyloric stenosis,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
171,what organ is this image of?,unknown,skull and contents,"The image is of the brain, specifically",The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1,The image is of the liver.,1
172,what organ system is imaged?,unknown,"face, sinuses, and neck",The organ system imaged in this computed,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
173,in which plane is the x-ray displayed?,X-ray,oblique,The x-ray is displayed in the,The x-ray is displayed in the,0,The x-ray is displayed in the,0,The x-ray is displayed in the,0,The x-ray is displayed in the,0
174,what kind of scan is this?,unknown,an - angiogram,This is a computed tomography (CT,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1
175,which plane is the image shown in?,unknown,axial,The image is shown in the coronal,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0
176,what imaging modality was used to take this image?,unknown,ct with gi and iv contrast,A computed tomography (CT) scan,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
177,what plane is the image acquired in?,unknown,transverse,The image is acquired in the transverse,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1,The image is acquired in the coronal,1
178,what is the plane of the image?,unknown,axial,"The image is a coronal plane,",The plane of the image is the cor,1,The plane of the image is the cor,1,The plane of the image is the cor,1,The plane of the image is the cor,1
179,in what plane is this mri?,MRI,sagittal,This mri is in the coronal,The mri is in the coronal,1,The mri is in the coronal,1,This mri is in the coronal,0,This mri is in the coronal,0
180,what imaging method was used?,unknown,us-d - doppler ultrasound,The imaging method used in this case,A computed tomography (CT) scan,1,A computed tomography (CT) scan,1,The imaging method used in this case,0,A chest X-ray was used to,1
181,what plane was used in this ct scan?,CT,axial,The ct scan was taken in the,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1
182,was the ct scan taken with contrast?,CT,yes,"Yes, the CT scan was taken with","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
183,what organ system is imaged?,unknown,skull and contents,The organ system imaged in this M,The organ system imaged in this case,1,The organ system imaged in this case,1,The organ system imaged in this image,1,The organ system imaged in the image,1
184,what organ system is shown in the image?,unknown,"face, sinuses, and neck","The image shows the brain, which is",The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,"The image shows the liver, which is",1,The image shows the respiratory system,1
185,what abnormality is seen in the image?,unknown,heterogeneous cecal mass (with pericolic inflammation and asymmetric wall thickening),The image shows a large abdominal,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
186,what is abnormal in the ct scan?,CT,ossification of stylohyoid ligament,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
187,is this a noncontrast mri?,MRI,yes,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
188,what kind of scan is this?,unknown,an - angiogram,This is a computed tomography (CT,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1
189,what plane is this?,unknown,coronal,This is a sagittal plane M,"This is a coronal plane, which",1,"This is a coronal plane, which",1,This is a coronal plane image.,1,This is a coronal plane image.,1
190,with what modality is this image taken?,unknown,xr - plain film,The image is taken using a computed tom,The image is taken using magnetic resonance,1,The image is taken using magnetic resonance,1,The image is taken using magnetic resonance,1,The image is taken using magnetic resonance,1
191,in what plane is this ct scan?,CT,axial,This ct scan is in the cor,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1
192,was the ct scan taken with contrast?,CT,yes,"Yes, the CT scan was taken with","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
193,what is most alarming about this ct scan?,CT,appendicitis,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
194,in what plane is this ct scan?,CT,axial,This ct scan is in the cor,The ct scan is in the cor,1,The ct scan is in the cor,1,This ct scan is in the cor,0,The ct scan is in the cor,1
195,what is most alarming about this ct scan?,CT,osteochondritis dissecans of the tarsal navicular,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
196,what is one organ system seen in this image?,unknown,spine and contents,The image shows the cervical spine,The image shows the cardiovascular system,1,The image shows the cardiovascular system,1,The image shows the respiratory system,1,The image shows the cardiovascular system,1
197,what is abnormal in the mri?,MRI,"arachnoid cyst, sella",The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
198,what imaging plane is depicted here?,unknown,axial,"The image is a coronal plane,",The image is a sagittal plane,1,The image is a sagittal plane,1,"The image is a coronal plane,",0,The image is a sagittal plane,1
199,what is the primary abnormality in this image?,unknown,"unilateral megaloencephaly, hemimegalencephaly",The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
200,which plane is the image shown in?,unknown,lateral,The image is shown in the coronal,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0,The image is shown in the coronal,0
201,what is the plane?,unknown,axial,The plane in the image is the cor,The plane in the image is the cor,0,The plane in the image is the cor,0,The plane in the image is the cor,0,The plane in the image is the cor,0
202,what organ is this x-ray showing?,X-ray,spine and contents,This x-ray is showing the c,The x-ray is showing the liver,1,The x-ray is showing the liver,1,This x-ray is showing the left,1,The x-ray is showing the liver,1
203,is this image normal?,unknown,yes,"Yes, the image is described as normal","Yes, the image appears to be normal",1,"Yes, the image appears to be normal",1,"Yes, the image appears to be normal",1,"Yes, the image appears to be normal",1
204,what image plane is this?,unknown,lateral,This is a lateral image plane.,This image is in the coronal plane,1,This image is in the coronal plane,1,This image plane is the coronal plane,1,This image is in the coronal plane,1
205,what organ system is being imaged?,unknown,breast,The organ system being imaged is the,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0,The organ system being imaged is the,0
206,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
207,what organ systems can be evaluated with this mri?,MRI,skull and contents,The MRI image can be used to,The MRI of the abdomen,1,The MRI of the abdomen,1,The MRI image can be used to,0,The MRI of the abdomen,1
208,what is most alarming about this mri?,MRI,fat embolism with cerebral infarction,The most alarming aspect of this M,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0,The most alarming aspect of this M,0
209,what is the primary abnormality in this image?,unknown,acl graft impingement,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
210,which organ system is shown in the ct scan?,CT,"face, sinuses, and neck",The ct scan shows the thor,The ct scan shows the abdom,1,The ct scan shows the abdom,1,The ct scan shows the abdom,1,The ct scan shows the abdom,1
211,what plane is this ct scan in?,CT,axial,This ct scan is in the cor,This ct scan is in the cor,0,This ct scan is in the cor,0,This ct scan is in the cor,0,This ct scan is in the cor,0
212,what part of the body is being imaged here?,unknown,gastrointestinal#genitourinary#spine and contents#musculoskeletal,The image is a plain abdominal,The image is an MRI of the,1,The image is an MRI of the,1,The image is an MRI of the,1,The image is an MRI of the,1
213,what organ system is visualized?,unknown,musculoskeletal,The image visualizes the musculos,The organ system visualized in the image,1,The organ system visualized in the image,1,The organ system visualized in the image,1,The organ system visualized in the image,1
214,what organ system is pictured here?,unknown,gastrointestinal,The image is an ultrasound of,The organ system pictured here is the,1,The organ system pictured here is the,1,The organ system pictured here is the,1,The organ system pictured here is the,1
215,in which plane is the x-ray displayed?,X-ray,pa,The x-ray is displayed in the,The x-ray is displayed in the,0,The x-ray is displayed in the,0,The x-ray is displayed in the,0,The x-ray is displayed in the,0
216,which plane is this image taken?,unknown,sagittal,This image is taken in the sagitt,This image is taken in the coronal,1,This image is taken in the coronal,1,This image is taken in the coronal,1,This image is taken in the coronal,1
217,which plane is this mri taken in?,MRI,sagittal,This MRI is taken in the sag,The mri is taken in the cor,1,The mri is taken in the cor,1,This mri is taken in the cor,1,This MRI is taken in the cor,1
218,what is most alarming about this ct scan?,CT,dermoid cyst,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
219,what organ systems can be evaluated with this ct scan?,CT,"lung, mediastinum, pleura",The CT scan of the chest can evaluate,The CT scan of the abdomen,1,The CT scan of the abdomen,1,The CT scan of the abdomen,1,The CT scan of the abdomen,1
220,is this a noncontrast mri?,MRI,no,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
221,what is the primary abnormality in this image?,unknown,air in the abdomen,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
222,what type of image modality is seen?,unknown,mammograph,The image modality seen is a mamm,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1
223,what organ system is evaluated primarily?,unknown,skull and contents,The organ system evaluated primarily in the M,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
224,what is abnormal in the ct scan?,CT,"osteoma, head and neck",The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
225,what type of image modality is this?,unknown,us - ultrasound,This is an ultrasound image mod,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1
226,what plane is demonstrated?,unknown,lateral,The image demonstrates a sagittal,The image demonstrates the coronal plane,1,The image demonstrates a coronal plane,1,The image demonstrates the coronal plane,1,The image demonstrates a coronal plane,1
227,is this a noncontrast mri?,MRI,yes,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
228,which plane is this mri taken in?,MRI,sagittal,This MRI is taken in the sag,The mri is taken in the cor,1,The mri is taken in the cor,1,This MRI is taken in the cor,1,This MRI is taken in the cor,1
229,what abnormality is seen in the image?,unknown,fibrous dysplasia,The image shows a left frontal men,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
230,what organ system is pictured here?,unknown,"heart and great vessels#lung, mediastinum, pleura",The organ system pictured here is the,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0,The organ system pictured here is the,0
231,which organ is captured by this ultrasound?,Ultrasound,genitourinary,The ultrasound image captures the,The ultrasound image captures the,0,The ultrasound image captures the,0,The organ captured by this ultrasound,1,The ultrasound image captures the,0
232,in which plane is the ct scan displayed?,CT,axial,The ct scan is displayed in the,The ct scan is displayed in the,0,The ct scan is displayed in the,0,The ct scan is displayed in the,0,The ct scan is displayed in the,0
233,was the ct scan taken with contrast?,CT,yes,"Yes, the CT scan was taken with","Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1,"Yes, the ct scan was taken",1
234,what imaging plane is depicted here?,unknown,coronal,"The image is a coronal plane,",The image is a sagittal plane,1,The image is a sagittal plane,1,"The image is a coronal plane,",0,The image is a sagittal plane,1
235,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
236,is this a noncontrast mri?,MRI,yes,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
237,what abnormality is seen in the image?,unknown,schizencephaly,The image shows a left frontal sub,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
238,what imaging modality is used to acquire this picture?,unknown,us - ultrasound,The image is acquired using ultrasound,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1
239,what is abnormal in the mri?,MRI,diffuse infiltration of bone marrow of skull,The MRI image shows abnormal signal,The MRI image shows abnormal signal,0,The MRI image shows abnormal signal,0,The mri image shows abnormal signal,0,The MRI image shows abnormal signal,0
240,what part of the body is being imaged here?,unknown,skull and contents,The image is an MRI of the,The image is an MRI of the,0,The image is an MRI of the,0,The image is focused on the right knee,1,The image is an MRI of the,0
241,what is most alarming about this angiogram?,Angiography,pulmonary embolus,The most alarming aspect of this ang,The most alarming aspect of this ang,0,The most alarming aspect of this ang,0,The most alarming aspect of this ang,0,The most alarming aspect of this ang,0
242,what plane was used in this x-ray?,X-ray,frontal,The x-ray was taken in the,The x-ray was taken in the,0,The x-ray was taken in the,0,The x-ray was taken in the,0,The x-ray was taken in the,0
243,in what plane is this ct scan?,CT,axial,This ct scan is in the cor,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1,The ct scan is in the cor,1
244,in what plane is this x-ray?,X-ray,pa,This is a lateral chest x-,This x-ray is in the cor,1,This x-ray is in the cor,1,This x-ray is in the cor,1,This is a coronal plane x-,1
245,is this a t2 weighted image?,unknown,no,"Yes, the image is a T2","Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0,"Yes, the image is a T2",0
246,what image plane is this?,unknown,axial,This is a coronal image plane.,This image is in the coronal plane,1,This image is in the coronal plane,1,This image plane is the coronal plane,1,This image is in the coronal plane,1
247,what imaging modality was used to take this image?,unknown,mr - t2 weighted,The image was taken using magnetic resonance,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0,The image was taken using magnetic resonance,0
248,in what plane is this image taken?,unknown,axial,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
249,is this a noncontrast ct?,unknown,no,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
250,is there something wrong in the image?,unknown,no,"Yes, there appears to be a fract","Yes, there appears to be a problem",1,"Yes, there appears to be a problem",1,"Yes, there appears to be a problem",1,"Yes, there appears to be a problem",1
251,what is abnormal in the ultrasound?,Ultrasound,endometrial polyp,The ultrasound shows an abnormal,The ultrasound shows an abnormal,0,The ultrasound shows an abnormal,0,The ultrasound image shows an ab,1,The ultrasound shows an abnormal,0
252,in what plane is this mri?,MRI,sagittal,This is a sagittal plane M,The mri is in the coronal,1,The mri is in the coronal,1,This mri is in the coronal,1,This mri is in the coronal,1
253,which organ is captured by this mri?,MRI,skull and contents,The MRI image captures the brain,The MRI image captures the liver,1,The MRI image captures the liver,1,The organ captured by this MRI is,1,The MRI image captures the liver,1
254,"is this image modality t1, t2, or flair?",unknown,t2,The image is a T2-weight,The image is a T1-weight,1,The image is a T1-weight,1,The image is a T1-weight,1,The image is a T1-weight,1
255,what plane was used in this ct scan?,CT,axial,The coronal plane was used in this,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1
256,what organ system is evaluated primarily?,unknown,gastrointestinal,The primary organ system evaluated in the image,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the context,1,The organ system evaluated primarily in the image,1,The organ system evaluated primarily in the context,1
257,what organ system is primarily present in this image?,unknown,"face, sinuses, and neck",The image primarily shows the eye and orbit,The primary organ system present in this image,1,The primary organ system present in this image,1,The primary organ system present in this image,1,The primary organ system present in this image,1
258,is this a noncontrast ct?,unknown,yes,"Yes, the image is a noncontr","Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0,"Yes, the image is a noncontr",0
259,in what plane is this image taken?,unknown,sagittal,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
260,what part of the body does this x-ray show?,X-ray,spine and contents,The x-ray shows the cerv,The x-ray shows the right lower,1,The x-ray shows the right hand,1,The x-ray shows the right hand,1,The x-ray shows the right lower,1
261,what imaging modality was used to take this image?,unknown,ct noncontrast,The image was taken using computed tomography,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
262,what organ is this mri showing?,MRI,skull and contents,The mri image is showing the brain,The mri image is showing the liver,1,The mri image is showing the liver,1,The mri image is showing the liver,1,The mri image is showing the liver,1
263,what is the plane of this mri?,MRI,sagittal,The plane of this MRI is the,The plane of this MRI is the,0,The plane of this MRI is the,0,The plane of this MRI is the,0,The plane of this MRI is the,0
264,what part of the body is being imaged?,unknown,skull and contents,The image is an MRI of the,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,0
265,which plane is this image in?,unknown,axial,This image is in the coronal plane,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0,This image is in the coronal plane,0
266,what is abnormal in the mri?,MRI,post-traumatic syringomyelia,The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
267,what plane was used in this ct scan?,CT,axial,The ct scan was taken in the,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1,The ct scan was performed in the,1
268,what abnormality is seen in the image?,unknown,cavernous hemangioma,The image shows a large left cerebell,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
269,is this a ct scan?,CT,yes,"Yes, the image is a computed tom","Yes, the image is a CT (",1,"Yes, the image is a computed tom",0,"Yes, the image is a CT (",1,"Yes, the image is a computed tom",0
270,what type of image modality is this?,unknown,xr - plain film,"This is a plain radiograph, which",This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1,This is a CT (computed tom,1
271,what is most alarming about this ct scan?,CT,craniosynostosis of the metopic suture,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
272,what type of image modality is seen?,unknown,an - angiogram,The image modality seen is a digital,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1,The image modality seen is a CT,1
273,what is abnormal in the ct scan?,CT,complex nasoethmoid and orbit fractures with pneumoorbita and pneumocephalus,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
274,what part of the body is being imaged?,unknown,breast,The image is an MRI of the,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,0
275,in what plane is this mri taken?,MRI,axial,This MRI is taken in the cor,The mri is taken in the cor,1,The mri is taken in the cor,1,This mri is taken in the cor,0,The mri is taken in the cor,1
276,is this a contrast or noncontrast mri?,MRI,contrast,This is a noncontrast MRI,The image is a noncontrast M,1,The image is a noncontrast M,1,This is a noncontrast MRI,0,The image is a noncontrast M,1
277,was gi contrast given to the patient?,unknown,no,"Yes, the patient received 10","Yes, the patient received intravenous",1,"Yes, the patient received intravenous",1,"Yes, the patient was given a contrast",1,"Yes, the patient received intravenous",1
278,what imaging modality was used to take this image?,unknown,ct with gi and iv contrast,A computed tomography (CT) scan,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1,The image was taken using magnetic resonance,1
279,what is most alarming about this ct scan?,CT,mature cystic teratoma,The most alarming aspect of this c,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0,The most alarming aspect of this c,0
280,is this an mri image?,MRI,no,"Yes, the image is an MRI","Yes, it appears to be an M",1,"Yes, it appears to be an M",1,"Yes, the image is an MRI",0,"Yes, the image is an MRI",0
281,what plane is this mri in?,MRI,coronal,This mri is in the coronal,This mri is in the coronal,0,This mri is in the coronal,0,This mri is in the coronal,0,This mri is in the coronal,0
282,what is abnormal in the mri?,MRI,"astrocytoma, grading and subtypes",The MRI image shows an abnormal,The MRI image shows abnormal signal,1,The MRI image shows abnormal signal,1,The mri image shows abnormal signal,1,The MRI image shows abnormal signal,1
283,what is abnormal in the ct scan?,CT,lemierre syndrome,The ct scan shows an abnormal,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1,The ct scan shows abnormalities,1
284,"is this a t1 weighted, t2 weighted, or flair image?",unknown,flair,The image is a T2-weight,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0,The image is a T2-weight,0
285,what is the organ system in this image?,unknown,skull and contents,The organ system in this image is the,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0,The organ system in this image is the,0
286,what organ system is pictured here?,unknown,gastrointestinal,The image is a computed tomography (,The organ system pictured here is the,1,The organ system pictured here is the,1,The organ system pictured here is the,1,The organ system pictured here is the,1
287,what is the primary abnormality in this image?,unknown,pseudomyxoma peritonei,The primary abnormality in this image,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0,The primary abnormality in this image,0
288,which plane is this mri taken in?,MRI,axial,This MRI is taken in the cor,The mri is taken in the cor,1,The mri is taken in the cor,1,This mri is taken in the cor,0,This MRI is taken in the cor,0
289,what organ system is primarily present in this image?,unknown,skull and contents,The primary organ system present in this image,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0,The primary organ system present in this image,0
290,which organ system is shown in the ct scan?,CT,"lung, mediastinum, pleura",The ct scan shows the thor,The ct scan shows the abdom,1,The ct scan shows the abdom,1,The ct scan shows the abdom,1,The ct scan shows the abdom,1
291,what imaging modality is used to acquire this picture?,unknown,xr - plain film,The image is acquired using a computed tom,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1,The image is acquired using magnetic resonance,1
292,in what plane is this ct scan taken?,CT,axial,The ct scan is taken in the,The ct scan is taken in the,0,The ct scan is taken in the,0,The ct scan is taken in the,0,The ct scan is taken in the,0
293,in what plane is this image taken?,unknown,axial,This image is taken in the coronal,The image is taken in the coronal,1,The image is taken in the coronal,1,This image is taken in the coronal,0,The image is taken in the coronal,1
294,what abnormality is seen in the image?,unknown,inguinal hernia involving bladder,The image shows a large left-s,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
295,was the mri taken with contrast?,MRI,no,"Yes, the MRI was taken with","Yes, the MRI was taken with",0,"Yes, the mri was taken with",0,"Yes, the MRI was taken with",0,"Yes, the mri was taken with",0
296,what abnormality is seen in the image?,unknown,spontaneous osteonecrosis of the knee,The image shows a large osteoch,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1,The image shows a left-sided,1
297,what part of the body is being imaged?,unknown,spine and contents,The image is an MRI of the,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,0
298,is this a normal ultrasound?,Ultrasound,yes,It appears that the ultrasound is,It appears that the ultrasound is,0,It appears that the ultrasound is,0,It appears that the ultrasound image,1,"Yes, the ultrasound appears to",1
299,what part of the body is being imaged?,unknown,musculoskeletal,The image is a computed tomography (,The image is of the left knee.,1,The image is focused on the right knee,1,The image is focused on the right knee,1,The image is an MRI of the,1
