qid,question,modality,gt,pred_original,pred_blank,flip_blank,pred_white,flip_white,pred_noise,flip_noise,pred_gray,flip_gray
142,what is the primary abnormality in this image?,unknown,Soft tissue atrophy involving all of the toes of the right foot with relative sparing of the 2nd toe. Dense vascular calcifications.,Soft tissue atrophy involving all of the toes of the right foot with relative sparing of the 2nd toe. Dense vascular calcifications.,Soft tissue atrophy involving all of the toes of the right foot with relative sparing of the 2nd toe. Dense vascular calcifications.,0,Soft tissue atrophy involving all of the toes of the right foot with relative sparing of the 2nd toe. Dense vascular calcifications.,0,normal,1,normal,1
143,what is most alarming about this x-ray?,X-ray,pneumothorax,pneumothorax,cannot determine,1,normal,1,normal,1,normal,1
144,what abnormality is seen in the image?,unknown,Suspicious RLQ calcifications.,Suspicious RLQ calcifications.,Suspicious RLQ calcifications.,0,abnormal,1,yes,1,yes,1
145,what is abnormal in the mri?,MRI,extensive spinal cord mass. The spinal canal is diffusely remodeled and enlarged.,extensive spinal cord mass. The spinal canal is diffusely remodeled and enlarged.,extensive spinal cord mass. The spinal canal is diffusely remodeled and enlarged.,0,no,1,normal,1,extensive spinal cord mass. The spinal canal is diffusely remodeled and enlarged.,0
146,what is abnormal in the mri?,MRI,acl injury,acl injury,no,1,no,1,normal,1,yes,1
147,what is the primary abnormality in this image?,unknown,osseous enlargement of the clavicle with trabecular and cortical thickening and disorganized trabecular bone within the glenoid consistent with paget disease of bone,osseous enlargement of the clavicle with trabecular and cortical thickening and disorganized trabecular bone within the glenoid consistent with paget disease of bone,osseous enlargement of the clavicle with trabecular and cortical thickening and disorganized trabecular bone within the glenoid consistent with paget disease of bone,0,abnormal,1,normal,1,normal,1
148,what abnormality is seen in the image?,unknown,enlargement of distal thoracic spinal cord with pathological enhancement of cord and nerve roots,enlargement of distal thoracic spinal cord with pathological enhancement of cord and nerve roots,enlargement of distal thoracic spinal cord with pathological enhancement of cord and nerve roots,0,enlargement of distal thoracic spinal cord with pathological enhancement of cord and nerve roots,0,yes,1,yes,1
149,what is most alarming about this ct scan?,CT,left aortic arch with aberrant right subclavian artery,left aortic arch with aberrant right subclavian artery,left aortic arch with aberrant right subclavian artery,0,left aortic arch with aberrant right subclavian artery,0,normal,1,yes,1
150,what abnormality is seen in the image?,unknown,pediatric pneumonia (round pneumonia),normal,cannot determine,1,pediatric pneumonia (round pneumonia),1,yes,1,yes,1
151,what is abnormal in the x-ray?,X-ray,"Large, expansile lytic lesion of the left distal femoral metaphysis with a wide zone of transition and cortical destruction. There is an associated soft tissue mass suggestive of ewing sarcoma","Large, expansile lytic lesion of the left distal femoral metaphysis with a wide zone of transition and cortical destruction. There is an associated soft tissue mass suggestive of ewing sarcoma","Large, expansile lytic lesion of the left distal femoral metaphysis with a wide zone of transition and cortical destruction. There is an associated soft tissue mass suggestive of ewing sarcoma",0,"Large, expansile lytic lesion of the left distal femoral metaphysis with a wide zone of transition and cortical destruction. There is an associated soft tissue mass suggestive of ewing sarcoma",0,yes,1,cannot determine,1
152,what is most alarming about this x-ray?,X-ray,pneumoperitoneum,pneumoperitoneum,cannot determine,1,normal,1,normal,1,normal,1
153,what is abnormal in the mri?,MRI,enhancement in the right femoral neck and focal elliptical enhancement in the left femoral neck,enhancement in the right femoral neck and focal elliptical enhancement in the left femoral neck,enhancement in the right femoral neck and focal elliptical enhancement in the left femoral neck,0,enhancement in the right femoral neck and focal elliptical enhancement in the left femoral neck,0,normal,1,enhancement in the right femoral neck and focal elliptical enhancement in the left femoral neck,0
154,what is most alarming about this ct scan?,CT,"Multiple well marginated bony masses arising from the posterior elements of the spine, suggestive of multiple osteochondromatosis","Multiple well marginated bony masses arising from the posterior elements of the spine, suggestive of multiple osteochondromatosis",abnormal,1,normal,1,normal,1,yes,1
155,what is the primary abnormality in this image?,unknown,aberrant right subclavian artery passing posterior to the esophagus,aberrant right subclavian artery passing posterior to the esophagus,aberrant right subclavian artery passing posterior to the esophagus,0,abnormal,1,normal,1,normal,1
156,what is most alarming about this ct scan?,CT,hepatic artery aneurysm with calcifications,hepatic artery aneurysm with calcifications,hepatic artery aneurysm with calcifications,0,hepatic artery aneurysm with calcifications,0,normal,1,yes,1
157,what abnormality is seen in the image?,unknown,subpleural pulmonary nodules which are concerning for metastatic disease,no,subpleural pulmonary nodules which are concerning for metastatic disease,1,subpleural pulmonary nodules which are concerning for metastatic disease,1,yes,1,yes,1
158,what abnormality is seen in the image?,unknown,fused vertebrae and bony spicule extending across the spinal canal; split cord defect consistent with diastematomyelia,fused vertebrae and bony spicule extending across the spinal canal; split cord defect consistent with diastematomyelia,fused vertebrae and bony spicule extending across the spinal canal; split cord defect consistent with diastematomyelia,0,abnormal,1,yes,1,fused vertebrae and bony spicule extending across the spinal canal; split cord defect consistent with diastematomyelia,0
159,what is most alarming about this x-ray?,X-ray,Mild cardiomegaly. Curvilinear opacity which extends over the right mainstem bronchus in the expected location of the azygous vein.,Mild cardiomegaly. Curvilinear opacity which extends over the right mainstem bronchus in the expected location of the azygous vein.,cannot determine,1,Mild cardiomegaly. Curvilinear opacity which extends over the right mainstem bronchus in the expected location of the azygous vein.,0,normal,1,normal,1
160,what abnormality is seen in the image?,unknown,dermoid cyst,abnormal,dermoid cyst,1,dermoid cyst,1,yes,1,dermoid cyst,1
161,what abnormality is seen in the image?,unknown,central endplate depressions of L2 and L3,central endplate depressions of L2 and L3,central endplate depressions of L2 and L3,0,central endplate depressions of L2 and L3,0,yes,1,yes,1
162,what is abnormal in the ultrasound?,Ultrasound,testicular microlithiasis,testicular microlithiasis,cannot determine,1,no,1,yes,1,yes,1
163,what is most alarming about this ct scan?,CT,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,0,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,0,normal,1,appendix extending from the cecum into the inguinal canal consistent with amyand's hernia,0
164,what is abnormal in the x-ray?,X-ray,Markedly dilated azygous vein,Markedly dilated azygous vein,cannot determine,1,no,1,yes,1,cannot determine,1
165,what is most alarming about this ultrasound?,Ultrasound,hydronephrosis,hydronephrosis,hydronephrosis,0,hydronephrosis,0,normal,1,abnormal,1
166,what is the primary abnormality in this image?,unknown,double aortic arch,double aortic arch,cannot determine,1,abnormal,1,normal,1,normal,1
167,what abnormality is seen in the image?,unknown,choledocholithiasis,choledocholithiasis,cannot determine,1,abnormal,1,yes,1,yes,1
168,what is the primary abnormality in this image?,unknown,a left hydropneumothorax and s/p resection of lymph nodes in the left axillary region. Prior left mastectomy.,a left hydropneumothorax and s/p resection of lymph nodes in the left axillary region. Prior left mastectomy.,a left hydropneumothorax and s/p resection of lymph nodes in the left axillary region. Prior left mastectomy.,0,a left hydropneumothorax and s/p resection of lymph nodes in the left axillary region. Prior left mastectomy.,0,normal,1,normal,1
169,what is most alarming about this mri?,MRI,quadriceps tendon rupture,quadriceps tendon rupture,quadriceps tendon rupture,0,quadriceps tendon rupture,0,normal,1,quadriceps tendon rupture,0
170,what is the primary abnormality in this image?,unknown,spontaneous osteonecrosis of the knee,spontaneous osteonecrosis of the knee,spontaneous osteonecrosis of the knee,0,abnormal,1,normal,1,spontaneous osteonecrosis of the knee,0
171,what is the primary abnormality in this image?,unknown,Bilobulated lytic lesion in distal diaphysis of R tibia suggestive of nonossifying fibroma,Bilobulated lytic lesion in distal diaphysis of R tibia suggestive of nonossifying fibroma,Bilobulated lytic lesion in distal diaphysis of R tibia suggestive of nonossifying fibroma,0,Bilobulated lytic lesion in distal diaphysis of R tibia suggestive of nonossifying fibroma,0,normal,1,Bilobulated lytic lesion in distal diaphysis of R tibia suggestive of nonossifying fibroma,0
172,what is abnormal in the ct scan?,CT,pulmonary sarcoidosis,pulmonary sarcoidosis,no,1,no,1,yes,1,yes,1
173,what is most alarming about this ultrasound?,Ultrasound,The right sternocleidomastoid within normal limits,The right sternocleidomastoid within normal limits,The right sternocleidomastoid within normal limits,0,The right sternocleidomastoid within normal limits,0,normal,1,abnormal,1
174,what is abnormal in the x-ray?,X-ray,pericardial cyst,pericardial cyst,pericardial cyst,0,pericardial cyst,0,yes,1,cannot determine,1
175,what is most alarming about this x-ray?,X-ray,"an abnormal contour to the aortic knob, with a focal indentation, with prominence of the descending aorta distal to this region suggestive of coarctation of the aorta","an abnormal contour to the aortic knob, with a focal indentation, with prominence of the descending aorta distal to this region suggestive of coarctation of the aorta","an abnormal contour to the aortic knob, with a focal indentation, with prominence of the descending aorta distal to this region suggestive of coarctation of the aorta",0,"an abnormal contour to the aortic knob, with a focal indentation, with prominence of the descending aorta distal to this region suggestive of coarctation of the aorta",0,normal,1,"an abnormal contour to the aortic knob, with a focal indentation, with prominence of the descending aorta distal to this region suggestive of coarctation of the aorta",0
176,what is the primary abnormality in this image?,unknown,avascular necrosis,avascular necrosis,cannot determine,1,abnormal,1,normal,1,normal,1
177,what is the primary abnormality in this image?,unknown,an enlarged main pulmonary segment along the superior aspect of the left heart border consistent with an atrial septal defect,an enlarged main pulmonary segment along the superior aspect of the left heart border consistent with an atrial septal defect,cannot determine,1,an enlarged main pulmonary segment along the superior aspect of the left heart border consistent with an atrial septal defect,0,normal,1,normal,1
178,what is seen in this image?,unknown,normal left foot,normal left foot,no,1,abnormal,1,normal,1,cannot determine,1
179,what abnormality is seen in the image?,unknown,"breast implant,  rupture, extracapsular silicone","breast implant,  rupture, extracapsular silicone","breast implant,  rupture, extracapsular silicone",0,"breast implant,  rupture, extracapsular silicone",0,normal,1,yes,1
180,what abnormality is seen in the image?,unknown,takayasu arteritis,takayasu arteritis,cannot determine,1,abnormal,1,yes,1,yes,1
181,what abnormality is seen in the image?,unknown,Tibial diaphyseal stress fracture,Tibial diaphyseal stress fracture,Tibial diaphyseal stress fracture,0,Tibial diaphyseal stress fracture,0,normal,1,yes,1
182,what is the primary abnormality in this image?,unknown,supracondylar fracture,supracondylar fracture,cannot determine,1,abnormal,1,normal,1,supracondylar fracture,0
183,what is abnormal in the x-ray?,X-ray,vertebral osteomyelitis and diskitis,vertebral osteomyelitis and diskitis,vertebral osteomyelitis and diskitis,0,no,1,yes,1,cannot determine,1
184,what is most alarming about this ct scan?,CT,partial anomalous pulmonary venous return,normal,partial anomalous pulmonary venous return,1,partial anomalous pulmonary venous return,1,normal,0,partial anomalous pulmonary venous return,1
185,what is the primary abnormality in this image?,unknown,Echogenic material on gallbladder wall with posterior shadowing consistent with adenomyomatosis,Echogenic material on gallbladder wall with posterior shadowing consistent with adenomyomatosis,Echogenic material on gallbladder wall with posterior shadowing consistent with adenomyomatosis,0,Echogenic material on gallbladder wall with posterior shadowing consistent with adenomyomatosis,0,normal,1,normal,1
186,what is abnormal in the ct scan?,CT,pelvic mass,pelvic mass,pelvic mass,0,pelvic mass,0,yes,1,yes,1
187,what is abnormal in the ct scan?,CT,nodular sclerosing hodgkin’s lymphoma,nodular sclerosing hodgkin’s lymphoma,no,1,nodular sclerosing hodgkin’s lymphoma,0,yes,1,yes,1
188,what is abnormal in the ct scan?,CT,Infiltrative mass right frontal bone. Destruction of inner and outer table of frontal sinus. Homogeneous enhancement of mass,Infiltrative mass right frontal bone. Destruction of inner and outer table of frontal sinus. Homogeneous enhancement of mass,no,1,Infiltrative mass right frontal bone. Destruction of inner and outer table of frontal sinus. Homogeneous enhancement of mass,0,yes,1,yes,1
189,what is most alarming about this x-ray?,X-ray,pulmonary sarcoidosis,normal,pulmonary sarcoidosis,1,normal,0,normal,0,normal,0
190,what abnormality is seen in the image?,unknown,pneumonia,no,cannot determine,1,pneumonia,1,normal,1,yes,1
191,what is the primary abnormality in this image?,unknown,a soft tissue neurogenic tumor in the right neck,a soft tissue neurogenic tumor in the right neck,a soft tissue neurogenic tumor in the right neck,0,a soft tissue neurogenic tumor in the right neck,0,normal,1,normal,1
192,what is most alarming about this ct scan?,CT,empyema,normal,abnormal,1,normal,0,normal,0,yes,1
193,what is abnormal in the x-ray?,X-ray,Radiopaque lesion clearly posterior to the trachea consistent with esophageal foreign body,normal,Radiopaque lesion clearly posterior to the trachea consistent with esophageal foreign body,1,no,1,yes,1,cannot determine,1
194,what is most alarming about this ct scan?,CT,Diffuse colonic wall thickening with associated marked inflammatory changes,Diffuse colonic wall thickening with associated marked inflammatory changes,abnormal,1,Diffuse colonic wall thickening with associated marked inflammatory changes,0,normal,1,Diffuse colonic wall thickening with associated marked inflammatory changes,0
195,what is most alarming about this ct scan?,CT,intralobar pulmonary sequestration,normal,intralobar pulmonary sequestration,1,intralobar pulmonary sequestration,1,normal,0,yes,1
196,what abnormality is seen in the image?,unknown,Enlargement and pathological enhancement of distal thoracic spinal cord and conus suggestive of transverse myelitis,Enlargement and pathological enhancement of distal thoracic spinal cord and conus suggestive of transverse myelitis,Enlargement and pathological enhancement of distal thoracic spinal cord and conus suggestive of transverse myelitis,0,Enlargement and pathological enhancement of distal thoracic spinal cord and conus suggestive of transverse myelitis,0,yes,1,yes,1
197,what is abnormal in the x-ray?,X-ray,Soft tissue mass of the distal posterolateral left thigh with cortical involvement of the posterolateral left femoral diaphysis,Soft tissue mass of the distal posterolateral left thigh with cortical involvement of the posterolateral left femoral diaphysis,Soft tissue mass of the distal posterolateral left thigh with cortical involvement of the posterolateral left femoral diaphysis,0,Soft tissue mass of the distal posterolateral left thigh with cortical involvement of the posterolateral left femoral diaphysis,0,yes,1,Soft tissue mass of the distal posterolateral left thigh with cortical involvement of the posterolateral left femoral diaphysis,0
198,what is most alarming about this ct scan?,CT,"""the right lower lobe is fluid filled and enhancement of the interstitium of the lung is noted. The appearance is consistent with a """"drowned"""" right lower lobe, usually seen from endobronchial obstruction""","""the right lower lobe is fluid filled and enhancement of the interstitium of the lung is noted. The appearance is consistent with a """"drowned"""" right lower lobe, usually seen from endobronchial obstruction""",abnormal,1,"""the right lower lobe is fluid filled and enhancement of the interstitium of the lung is noted. The appearance is consistent with a """"drowned"""" right lower lobe, usually seen from endobronchial obstruction""",0,normal,1,"""the right lower lobe is fluid filled and enhancement of the interstitium of the lung is noted. The appearance is consistent with a """"drowned"""" right lower lobe, usually seen from endobronchial obstruction""",0
199,what abnormality is seen in the image?,unknown,"aneurysm, cerebral","aneurysm, cerebral",cannot determine,1,abnormal,1,yes,1,yes,1
200,what abnormality is seen in the image?,unknown,an air-containing retrocardiac soft-tissue density suggestive of hiatal hernia,normal,an air-containing retrocardiac soft-tissue density suggestive of hiatal hernia,1,abnormal,1,yes,1,yes,1
201,what is the primary abnormality in this image?,unknown,left aortic arch with aberrant right subclavian artery,left aortic arch with aberrant right subclavian artery,left aortic arch with aberrant right subclavian artery,0,left aortic arch with aberrant right subclavian artery,0,normal,1,normal,1
202,what abnormality is seen in the image?,unknown,bicornuate uterus,bicornuate uterus,cannot determine,1,bicornuate uterus,0,yes,1,yes,1
203,what is most alarming about this x-ray?,X-ray,focal lucency across the anterior portion of the skull consistent with osteoporosis circumscripta and suggestive of paget disease of bone,focal lucency across the anterior portion of the skull consistent with osteoporosis circumscripta and suggestive of paget disease of bone,cannot determine,1,focal lucency across the anterior portion of the skull consistent with osteoporosis circumscripta and suggestive of paget disease of bone,0,focal lucency across the anterior portion of the skull consistent with osteoporosis circumscripta and suggestive of paget disease of bone,0,focal lucency across the anterior portion of the skull consistent with osteoporosis circumscripta and suggestive of paget disease of bone,0
204,what is seen in this gastrointestinal image?,unknown,barium swallow,barium swallow,cannot determine,1,abnormal,1,yes,1,cannot determine,1
205,what is most alarming about this mri?,MRI,enlarged subarachnoid space,enlarged subarachnoid space,no,1,no,1,normal,1,abnormal,1
206,what is abnormal in the ultrasound?,Ultrasound,medullary nephrocalcinosis,medullary nephrocalcinosis,medullary nephrocalcinosis,0,no,1,yes,1,yes,1
207,what is most alarming about this ct scan?,CT,comminuted fracture of medial femoral condyle. small joint effusion.,comminuted fracture of medial femoral condyle. small joint effusion.,comminuted fracture of medial femoral condyle. small joint effusion.,0,comminuted fracture of medial femoral condyle. small joint effusion.,0,normal,1,comminuted fracture of medial femoral condyle. small joint effusion.,0
208,what is most alarming about this x-ray?,X-ray,pulmonary arteriovenous malformation,normal,pulmonary arteriovenous malformation,1,pulmonary arteriovenous malformation,1,normal,0,normal,0
209,what is abnormal in the ct scan?,CT,hepatic hemangioma,hepatic hemangioma,no,1,hepatic hemangioma,0,yes,1,hepatic hemangioma,0
210,what is most alarming about this x-ray?,X-ray,aspergillosis and the air-crescent sign,normal,aspergillosis and the air-crescent sign,1,aspergillosis and the air-crescent sign,1,normal,0,normal,0
211,what is the primary abnormality in this image?,unknown,hydronephrosis with a stone in the proximal ureter,hydronephrosis with a stone in the proximal ureter,hydronephrosis with a stone in the proximal ureter,0,abnormal,1,normal,1,hydronephrosis with a stone in the proximal ureter,0
212,what is the primary abnormality in this image?,unknown,double aortic arch,double aortic arch,cannot determine,1,abnormal,1,normal,1,normal,1
213,what is the primary abnormality in this image?,unknown,vertebral osteomyelitis and diskitis,vertebral osteomyelitis and diskitis,vertebral osteomyelitis and diskitis,0,abnormal,1,normal,1,normal,1
214,what is abnormal in the x-ray?,X-ray,Pedunculated bony lesion emanating from the diaphysis of the humerus and pointing away from the joint suggestive of osteochondroma,Pedunculated bony lesion emanating from the diaphysis of the humerus and pointing away from the joint suggestive of osteochondroma,cannot determine,1,Pedunculated bony lesion emanating from the diaphysis of the humerus and pointing away from the joint suggestive of osteochondroma,0,yes,1,Pedunculated bony lesion emanating from the diaphysis of the humerus and pointing away from the joint suggestive of osteochondroma,0
215,what is most alarming about this ct scan?,CT,Cecum with take off of appendix showing contrast filling only the base of the appendix,Cecum with take off of appendix showing contrast filling only the base of the appendix,Cecum with take off of appendix showing contrast filling only the base of the appendix,0,Cecum with take off of appendix showing contrast filling only the base of the appendix,0,normal,1,Cecum with take off of appendix showing contrast filling only the base of the appendix,0
216,what abnormality is seen in the image?,unknown,osteochondroma,osteochondroma,osteochondroma,0,osteochondroma,0,normal,1,yes,1
217,what is most alarming about this ct scan?,CT,pulmonary embolism,normal,abnormal,1,normal,0,normal,0,yes,1
218,what is the primary abnormality in this image?,unknown,osteochondritis dissecans,osteochondritis dissecans,cannot determine,1,abnormal,1,normal,1,normal,1
219,what is abnormal in the gastrointestinal image?,unknown,achalasia,achalasia,no,1,no,1,yes,1,yes,1
220,what abnormality is seen in the image?,unknown,zenker's diverticulum,zenker's diverticulum,cannot determine,1,abnormal,1,normal,1,yes,1
221,what is abnormal in the mri?,MRI,atrial septal defect,atrial septal defect,no,1,no,1,normal,1,yes,1
222,what is most alarming about this mri?,MRI,Chiari I malformation with tonsilar herniation into the spinal canal. Large cervical spinal cord hydrosyringomyelia.,Chiari I malformation with tonsilar herniation into the spinal canal. Large cervical spinal cord hydrosyringomyelia.,Chiari I malformation with tonsilar herniation into the spinal canal. Large cervical spinal cord hydrosyringomyelia.,0,Chiari I malformation with tonsilar herniation into the spinal canal. Large cervical spinal cord hydrosyringomyelia.,0,normal,1,Chiari I malformation with tonsilar herniation into the spinal canal. Large cervical spinal cord hydrosyringomyelia.,0
223,what abnormality is seen in the image?,unknown,"diffuse idiopathic skeletal hyperostosis (dish), cervical and thoracic spine fractures","diffuse idiopathic skeletal hyperostosis (dish), cervical and thoracic spine fractures","diffuse idiopathic skeletal hyperostosis (dish), cervical and thoracic spine fractures",0,abnormal,1,yes,1,yes,1
224,what is most alarming about this mri?,MRI,mass in the right frontal lobe associated with edema,mass in the right frontal lobe associated with edema,mass in the right frontal lobe associated with edema,0,mass in the right frontal lobe associated with edema,0,normal,1,mass in the right frontal lobe associated with edema,0
225,what abnormality is seen in the image?,unknown,pneumomediastinum,normal,pneumomediastinum,1,pneumomediastinum,1,normal,0,yes,1
226,what is abnormal in the mri?,MRI,enlarged subarachnoid space,normal,no,1,no,1,normal,0,yes,1
227,what abnormality is seen in the image?,unknown,"aortic dissection, aortic tear",normal,"aortic dissection, aortic tear",1,abnormal,1,yes,1,yes,1
228,what is abnormal in the x-ray?,X-ray,"Large well circumscribed lytic lesion at base of calcaneal neck, with a small focus of central ossification","Large well circumscribed lytic lesion at base of calcaneal neck, with a small focus of central ossification",cannot determine,1,"Large well circumscribed lytic lesion at base of calcaneal neck, with a small focus of central ossification",0,yes,1,cannot determine,1
229,what is the primary abnormality in this image?,unknown,"Metaphyseal cupping, fraying and irregularity, with bowing deformity of the tibia consistent with rickets","Metaphyseal cupping, fraying and irregularity, with bowing deformity of the tibia consistent with rickets","Metaphyseal cupping, fraying and irregularity, with bowing deformity of the tibia consistent with rickets",0,"Metaphyseal cupping, fraying and irregularity, with bowing deformity of the tibia consistent with rickets",0,normal,1,"Metaphyseal cupping, fraying and irregularity, with bowing deformity of the tibia consistent with rickets",0
230,what is most alarming about this ultrasound?,Ultrasound,Increased thickness of the pylorus muscle consistent with hypertrophic pyloric stenosis,Increased thickness of the pylorus muscle consistent with hypertrophic pyloric stenosis,cannot determine,1,Increased thickness of the pylorus muscle consistent with hypertrophic pyloric stenosis,0,normal,1,Increased thickness of the pylorus muscle consistent with hypertrophic pyloric stenosis,0
231,what is the primary abnormality in this image?,unknown,Enhancing lesion right cerebellar hemisphere with surrounding vasogenic edema.,Enhancing lesion right cerebellar hemisphere with surrounding vasogenic edema.,Enhancing lesion right cerebellar hemisphere with surrounding vasogenic edema.,0,Enhancing lesion right cerebellar hemisphere with surrounding vasogenic edema.,0,normal,1,normal,1
232,what abnormality is seen in the image?,unknown,"lesion is present at the termination of the conus medullaris, which is consistent with an intrathecal lipoma.","lesion is present at the termination of the conus medullaris, which is consistent with an intrathecal lipoma.","lesion is present at the termination of the conus medullaris, which is consistent with an intrathecal lipoma.",0,abnormal,1,yes,1,yes,1
233,what abnormality is seen in the image?,unknown,Joint effusion,normal,Joint effusion,1,abnormal,1,normal,0,yes,1
234,what is most alarming about this ct scan?,CT,hiatus hernia,hiatus hernia,abnormal,1,normal,1,normal,1,yes,1
235,what is the primary abnormality in this image?,unknown,acute calculous cholecystitis,acute calculous cholecystitis,acute calculous cholecystitis,0,acute calculous cholecystitis,0,normal,1,normal,1
236,what is abnormal in the angiogram?,Angiography,"dural  fistula, avf",normal,no,1,no,1,yes,1,yes,1
237,what is the primary abnormality in this image?,unknown,"Large destructive left apical mass involving the chest wall. There is vertebral destruction, pleural metastasis, lymphadenopathy, and a contralateral lung nodules consistent with pancoast tumor","Large destructive left apical mass involving the chest wall. There is vertebral destruction, pleural metastasis, lymphadenopathy, and a contralateral lung nodules consistent with pancoast tumor","Large destructive left apical mass involving the chest wall. There is vertebral destruction, pleural metastasis, lymphadenopathy, and a contralateral lung nodules consistent with pancoast tumor",0,abnormal,1,normal,1,normal,1
238,what is the primary abnormality in this image?,unknown,acl injury,acl injury,cannot determine,1,abnormal,1,normal,1,normal,1
239,what is the primary abnormality in this image?,unknown,duplicated renal collecting system,duplicated renal collecting system,duplicated renal collecting system,0,duplicated renal collecting system,0,normal,1,duplicated renal collecting system,0
240,what abnormality is seen in the image?,unknown,lipoma arborescens,abnormal,cannot determine,1,abnormal,0,yes,1,yes,1
241,what is most alarming about this ct scan?,CT,c-spine fracture,c-spine fracture,abnormal,1,normal,1,normal,1,c-spine fracture,0
242,what is most alarming about this mri?,MRI,achilles tendon rupture,achilles tendon rupture,no,1,no,1,normal,1,abnormal,1
243,what is most alarming about this x-ray?,X-ray,pulmonary embolism,normal,pulmonary embolism,1,normal,0,normal,0,normal,0
244,what abnormality is seen in the image?,unknown,Left supraclavicular adenopathy,Left supraclavicular adenopathy,Left supraclavicular adenopathy,0,abnormal,1,yes,1,yes,1
245,what is the primary abnormality in this image?,unknown,long segment stricturing of the distal and terminal ileum with separation of bowel loops and button ulcers,long segment stricturing of the distal and terminal ileum with separation of bowel loops and button ulcers,long segment stricturing of the distal and terminal ileum with separation of bowel loops and button ulcers,0,long segment stricturing of the distal and terminal ileum with separation of bowel loops and button ulcers,0,normal,1,normal,1
246,what abnormality is seen in the image?,unknown,Enhancement of thickened bowel wall,Enhancement of thickened bowel wall,Enhancement of thickened bowel wall,0,Enhancement of thickened bowel wall,0,normal,1,yes,1
247,what is the primary abnormality in this image?,unknown,Markedly dilated azygous vein and absence of the hepatic portion of the inferior vena cava.,Markedly dilated azygous vein and absence of the hepatic portion of the inferior vena cava.,Markedly dilated azygous vein and absence of the hepatic portion of the inferior vena cava.,0,Markedly dilated azygous vein and absence of the hepatic portion of the inferior vena cava.,0,normal,1,normal,1
248,what is the primary abnormality in this image?,unknown,osteochondroma,osteochondroma,osteochondroma,0,osteochondroma,0,normal,1,normal,1
249,what is most alarming about this x-ray?,X-ray,pneumonia,normal,pneumonia,1,pneumonia,1,normal,0,normal,0
250,what abnormality is seen in the image?,unknown,scaphoid fracture,normal,cannot determine,1,abnormal,1,yes,1,yes,1
251,what abnormality is seen in the image?,unknown,a well circumscribed mass in the lingula of the lung suggestive of small cell lung carcinoma (sclc),a well circumscribed mass in the lingula of the lung suggestive of small cell lung carcinoma (sclc),a well circumscribed mass in the lingula of the lung suggestive of small cell lung carcinoma (sclc),0,a well circumscribed mass in the lingula of the lung suggestive of small cell lung carcinoma (sclc),0,yes,1,yes,1
252,what is most alarming about this x-ray?,X-ray,cardiomegaly with prominent pulmonary arteries. The lungs are hypoinflated with bibasilar atelectasis,cardiomegaly with prominent pulmonary arteries. The lungs are hypoinflated with bibasilar atelectasis,cardiomegaly with prominent pulmonary arteries. The lungs are hypoinflated with bibasilar atelectasis,0,cardiomegaly with prominent pulmonary arteries. The lungs are hypoinflated with bibasilar atelectasis,0,normal,1,normal,1
253,what abnormality is seen in the image?,unknown,Heterogeneous renal mass with non-enhancing regions suggestive of necrosis. It causes displacement of the nearby organs and compression of left renal vein suggestive of wilms tumor,Heterogeneous renal mass with non-enhancing regions suggestive of necrosis. It causes displacement of the nearby organs and compression of left renal vein suggestive of wilms tumor,Heterogeneous renal mass with non-enhancing regions suggestive of necrosis. It causes displacement of the nearby organs and compression of left renal vein suggestive of wilms tumor,0,Heterogeneous renal mass with non-enhancing regions suggestive of necrosis. It causes displacement of the nearby organs and compression of left renal vein suggestive of wilms tumor,0,yes,1,Heterogeneous renal mass with non-enhancing regions suggestive of necrosis. It causes displacement of the nearby organs and compression of left renal vein suggestive of wilms tumor,0
254,what is most alarming about this gastrointestinal image?,unknown,achalasia,normal,no,1,normal,0,yes,1,cannot determine,1
255,what abnormality is seen in the image?,unknown,nonossifying fibroma,abnormal,nonossifying fibroma,1,nonossifying fibroma,1,yes,1,nonossifying fibroma,1
256,what abnormality is seen in the image?,unknown,Midline contrast collection at the level of the hypopharynx compatible with zenker's diverticulum,Midline contrast collection at the level of the hypopharynx compatible with zenker's diverticulum,Midline contrast collection at the level of the hypopharynx compatible with zenker's diverticulum,0,abnormal,1,yes,1,yes,1
257,what is abnormal in the ct scan?,CT,a large mass involving the SVC (superior vena cava) and right atrium.,a large mass involving the SVC (superior vena cava) and right atrium.,a large mass involving the SVC (superior vena cava) and right atrium.,0,a large mass involving the SVC (superior vena cava) and right atrium.,0,yes,1,yes,1
258,what is abnormal in the ct scan?,CT,crossed fused ectopia,abnormal,crossed fused ectopia,1,crossed fused ectopia,1,yes,1,crossed fused ectopia,1
259,what is abnormal in the x-ray?,X-ray,Focal periosteal reaction and sclerosis through the distal femur metaphysis consistent with occult stress fracture,normal,Focal periosteal reaction and sclerosis through the distal femur metaphysis consistent with occult stress fracture,1,Focal periosteal reaction and sclerosis through the distal femur metaphysis consistent with occult stress fracture,1,yes,1,Focal periosteal reaction and sclerosis through the distal femur metaphysis consistent with occult stress fracture,1
